,0,1,wc
544237,988414751042405543,1650713672002803658,27
544243,5060562212785805621,1650713672002803658,45
544246,503916779762752178,1650714849958511220,3
544249,7261915208179202531,1650714849958511220,113
544250,2037232919458764384,1650714849958511220,587
544251,8545328828620752822,1650714849958511220,54
544253,6750490333925177822,1650714849958511220,10
544256,3027662420987306880,1650715173359531173,16
544257,4030489586123038443,1650715173359531173,32
544258,2013346441762338467,1650715173359531173,170
544259,2184368853357763283,1650715173359531173,0
544261,5552447730009178618,1650715173359531173,0
544263,7201469805563946074,1650715173359531173,149
544264,9157975581126823308,1650715173359531173,439
544265,8200668584494219379,1650715173359531173,0
544284,8075852949766204028,1650728406750120524,368
544298,5762497624771859481,1650763621473476177,48
544300,4262840321023197441,1650763621473476177,32
544302,5987889582988049614,1650763621473476177,33
544316,5412269782713978202,1650806960137758978,118
544319,7232332522049601308,1650806960137758978,220
544323,5548266362490065173,1650806960137758978,172
544325,3267080515149898408,1650812201277205945,142
544328,8504052368783708148,1650812201277205945,6
544329,1358203396971446736,1650812201277205945,94
544330,3678694091481569471,1650812201277205945,6
544331,4778024041263997456,1650812201277205945,103
544357,3750249804057241361,16508285822867247,474
544360,3031158048483533440,16508285822867247,126
544362,3093639444807699102,1650850100501951849,135
544363,1990368152609628131,1650850100501951849,254
544364,3133051457015651878,1650850100501951849,592
544365,7321479296363165016,1650850100501951849,141
544367,1747347101527971070,1650850100501951849,212
544368,2074716223035162144,1650850100501951849,126
544369,8882709668034394997,1650850100501951849,146
544370,7331313424045126128,1650850100501951849,199
544371,4356712801916667543,1650850100501951849,235
544385,7795182842708486922,1650858975059045744,0
544389,8753830662870405868,1650858975059045744,50
544391,2766099391935394240,1650858975059045744,62
544392,2851099970911741668,1650872193925609303,194
544396,4572842295623427195,1650872193925609303,368
544398,2737373265415334791,1650872193925609303,200
544399,2391540906083118872,1650872193925609303,622
544402,4779263065000331105,1650874755902764386,17
544403,7622320867950443349,1650874755902764386,3
544406,5638328148900977565,1650874755902764386,0
544409,6099809180921424755,1650880697736833953,619
544416,290574755247211459,1650880697736833953,318
544417,214527975041615775,1650880697736833953,259
544418,5636083701526743531,1650880697736833953,262
544428,4644246434983658289,1650884068785613601,34
544450,4936345590075382759,1650914760113062351,245
544456,4317694135339661707,1650914760113062351,43
544461,3238390124629988577,1650935408791394603,21
544468,94458628270002212,1650935408791394603,216
544472,7542945773396195018,1650937427370247462,387
544473,8182397051673229192,1650937427370247462,331
544474,2619048218737111362,1650937427370247462,413
544475,5354499816298874395,1650937427370247462,735
544500,8319983150176872808,1650945889611597364,1059
544502,3956759199559374130,1650945889611597364,86
544503,3771965791984717157,1650945889611597364,2586
544504,7530908403112836905,1650945889611597364,1132
544509,5402476115912514828,1650952578511015083,521
544532,5135927147268158841,1650979038034628488,0
544537,2237671989032430130,1650979096895366460,107
544539,2853734589324516195,1650979096895366460,367
544541,7028974078921762052,1650979096895366460,11
544542,7664572583496885964,1650979096895366460,163
544543,3127879954451869155,1650979096895366460,161
544544,7296521106497785804,1650979096895366460,234
544545,9027495802102361187,1650979096895366460,35
544558,4120908908889114340,1651022339302239294,2119
544559,2153163597011050195,1651022339302239294,334
544560,4085056394073131500,1651022339302239294,360
544562,1806002295311419381,1651022339302239294,444
544563,3495696040230340044,1651022339302239294,286
544564,5521699136444208243,1651022339302239294,719
544565,7184759853395948949,1651022339302239294,2217
544566,8645716101981908408,1651037939424215280,435
544569,7903401147622197097,1651037939424215280,506
544570,8672113286794102884,1651037939424215280,558
544575,7453070306187075347,1651037939424215280,245
544582,6499263723065434708,165104329120865253,234
544587,3703110615538503651,1651047489719700068,87
544588,5259936841417273755,1651047489719700068,22
544591,6283010060140854017,1651047489719700068,110
544594,3697774780532731809,1651051527129446964,189
544595,2094815555130421746,1651051527129446964,31
544596,5102496142429042560,1651051527129446964,373
544597,4345780228759188164,1651051527129446964,295
544598,1741841388862574268,1651051527129446964,77
544601,1885884387409645691,1651051527129446964,227
544603,1399822878030427383,1651051527129446964,136
544608,864498011897403007,1651053017004605071,13
544610,6189850216151811329,1651053017004605071,0
544611,6946431864679836865,1651053017004605071,297
544614,5150455690604491444,1651055688553330833,0
544615,3004217520713733901,1651055688553330833,0
544635,9202086238153836148,16510892,125
544636,4242230943760853920,16510892,219
544638,5455048356469385787,16510892,142
544639,2964388409753598518,16510892,79
544640,5791637469881558510,16510892,49
544642,7427489643349307527,16510892,118
544654,3534361390331047370,1651121909875778710,183
544655,1985727401452855758,1651121909875778710,208
544656,5152205607076833435,1651121909875778710,62
544658,7559526157740837550,1651121909875778710,163
544659,6797701070899458647,1651121909875778710,54
544660,7785819908277127486,1651121909875778710,180
544661,2980018276060411442,1651121909875778710,233
544662,4952815247573513823,1651121909875778710,178
544663,1828616783122870529,1651121909875778710,345
544666,3872598690553353643,1651125342522153997,169
544676,4797683761566093912,1651132514027927996,71
544678,4496460894324409728,1651132514027927996,73
544679,4559651079211450046,1651132514027927996,67
544680,8970844969974806947,1651132514027927996,337
544682,8344171786018152016,1651132514027927996,596
544683,2545988778870746084,1651132514027927996,35
544684,5700863929201684659,1651156797542306983,264
544685,7480294316998765938,1651156797542306983,311
544688,5187651931780791524,1651156797542306983,283
544689,7421632736827500175,1651156797542306983,286
544690,86481989582399586,1651156797542306983,231
544692,4700264669066007099,1651156797542306983,632
544694,6175163291878192952,1651157463266422034,0
544699,4629062903323103734,1651157463266422034,113
544703,5622350755378639578,1651157463266422034,0
544709,8465836193484568707,1651166124911815374,32
544715,4897966168778030226,1651174082969843024,526
544719,8943185328083959519,1651174082969843024,615
544720,5534628812039409465,1651174082969843024,325
544729,7471902763996217223,1651195582744555059,1055
544734,2774094629669174705,1651195582744555059,520
544735,3594959984984136038,1651195582744555059,1531
544737,883581817793312388,1651195582744555059,448
544740,3139411930544317511,1651196486464723755,0
544748,8126472713030566565,1651198204829189437,624
544752,7059883381381408399,1651198204829189437,1066
544753,779913595008634325,1651198204829189437,978
544756,1034224157940212525,1651198204829189437,345
544767,4850034843854636026,1651216637437751808,0
544768,7683002126745128433,1651216637437751808,0
544769,7160465078643297662,1651216637437751808,0
544771,5560046619505239828,1651216637437751808,34
544772,8084725819146373461,1651216637437751808,29
544773,2246310288203723656,1651216637437751808,0
544805,98262481145969613,1651268388905040655,71
544808,305740917103358699,1651268388905040655,631
544809,7551258680124587695,1651268388905040655,21
544810,7084980770039197335,1651268388905040655,3
544812,5376411010302711510,1651268388905040655,20
544816,8986617312850219946,1651269531702268666,2652
544820,16861791536741355,1651269531702268666,214
544821,4869836136579616254,1651269531702268666,48
544824,4661957369813241220,1651270579450043370,17
544825,8211979305470800730,1651270579450043370,20
544826,934661218025725123,1651270579450043370,14
544827,7924066094361731689,1651270579450043370,18
544828,2726834457587200184,1651270579450043370,12
544829,6309747328363224390,1651270579450043370,17
544830,6178914176470444118,1651270579450043370,18
544831,6467501646437521375,1651270579450043370,18
544833,238197300803027282,1651270579450043370,17
544837,5721492923273819740,1651274941037818285,4
544840,865525479936421639,1651274941037818285,5
544858,2407987513380547995,1651284330900263653,642
544859,3552208627503498383,1651284330900263653,756
544861,5583913358977885602,1651284330900263653,2983
544867,7121473561294312596,1651292549900801644,424
544869,2137598275062682106,1651292549900801644,698
544873,8557198219566320842,1651292549900801644,848
544884,5410052430650405071,1651326858311072996,0
544885,1851775737353873788,1651326858311072996,5
544886,7006016909553964226,1651326858311072996,0
544887,7243364814552689036,1651326858311072996,0
544890,6718969399112107658,1651326858311072996,0
544892,6285386455691988324,1651326858311072996,0
544893,1461705652389263125,165133824807852288,20
544894,585038490457122820,165133824807852288,86
544895,8550767887863168306,165133824807852288,98
544902,8063094142250567056,165133824807852288,72
544903,8066014325819707316,165134189473456399,104
544910,5926737965694407605,165134189473456399,89
544927,8006461393491571633,1651382838736163601,439
544931,7915297450585282227,1651382838736163601,496
544959,8382082349704343673,1651389678614739331,198
544961,5889409515964077759,1651389678614739331,0
544973,3491326485586027288,1651431819993775016,2005
544982,1368595460801950631,1651431819993775016,25
545020,3069103358051440645,1651450863726901302,662
545021,7568560265864559823,1651450863726901302,1927
545031,1052677120752716148,1651456694208320911,11
545032,3397613329791032310,1651456694208320911,3
545044,3173505198689068676,1651461434671216489,461
545049,8921687226867811530,1651461434671216489,70
545050,3294112651824556645,1651461434671216489,853
545051,6058875699702342709,1651461434671216489,89
545053,6917150022531950001,165146447630655356,332
545054,8781184263134173412,165146447630655356,610
545055,4841702825475789233,165146447630655356,288
545057,3201966357049340426,165146447630655356,170
545058,7072674113524180645,165146447630655356,182
545059,9191100289999564875,165146447630655356,128
545061,8780113050313479562,165146447630655356,305
545062,3012452622559690076,165146447630655356,206
545092,212370423753308147,1651480412756941511,108
545093,8209511923278069302,1651480412756941511,342
545094,8083637304332024679,1651480412756941511,2271
545095,3854714630796083089,1651480412756941511,221
545096,1839193762820754099,1651480412756941511,285
545097,2209237288039592976,1651480412756941511,120
545098,2549358127166788957,1651480412756941511,409
545101,2139808289962675170,1651480412756941511,187
545105,5308246258242023086,1651495735050392542,48
545112,7495811634093673262,1651499235908613280,22
545114,2663546954538635801,1651499235908613280,72
545117,4768973907648532367,1651499235908613280,45
545118,1153991067267937546,1651499235908613280,0
545143,3583798876439879494,1651527147265688107,78
545144,1021097716172657056,1651527147265688107,66
545145,3694790286354479918,1651527147265688107,74
545146,3744778299285734834,1651527147265688107,29
545147,3942003561728882646,1651527147265688107,50
